numberIterationErrors;maxRelativeError;minRelativeError;averageRelativeError;numberErrorsLessThan0.1;numberErrorsLessThan0.2;numberErrorsLessThan0.3;numberErrorsLessThan0.4;numberErrorsLessThan0.5;numberErrorsLessThan1;numberErrorsLessThan2;numberErrorsLessThan3;numberErrorsLessThan4;numberErrorsLessThan5;numberErrorsLessThan8;numberErrorsLessThan10;numberErrorsLessThan12;numberErrorsLessThan15
1;29.78197959257448;29.78197959257448;29.78197959257448;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;4.743974900731174;4.743974900731174;4.743974900731174;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;5.016429062030887;5.016429062030887;5.016429062030887;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;6.296316731767737;6.296316731767737;6.296316731767737;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;5.6277385733828265;5.6277385733828265;5.6277385733828265;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;38.26725241774529;38.26725241774529;38.26725241774529;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;193.875679470617;193.875679470617;193.875679470617;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;5.6277385733828265;5.6277385733828265;5.6277385733828265;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;144.75192782247862;144.75192782247862;144.75192782247862;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;31.644827842075525;31.644827842075525;31.644827842075525;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;5.016429062030887;5.016429062030887;5.016429062030887;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;4.100130709503361;4.100130709503361;4.100130709503361;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;4.8571803657963475;4.8571803657963475;4.8571803657963475;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;5.016429062030887;5.016429062030887;5.016429062030887;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;37.413740289539625;37.413740289539625;37.413740289539625;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;4.3773414029486695;4.3773414029486695;4.3773414029486695;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;25531.656624041796;25531.656624041796;25531.656624041796;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;4.516612664171707;4.516612664171707;4.516612664171707;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;5.016429062030887;5.016429062030887;5.016429062030887;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;5.016429062030887;5.016429062030887;5.016429062030887;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;4.977996282294475;4.977996282294475;4.977996282294475;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;5.016429062030887;5.016429062030887;5.016429062030887;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;27.74523252783047;27.74523252783047;27.74523252783047;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;4.809615044340393;4.809615044340393;4.809615044340393;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;6379.1150186551195;6379.1150186551195;6379.1150186551195;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;8.279219852623608;8.279219852623608;8.279219852623608;0;0;0;0;0;0;0;0;0;0;0;1;1;1
1;4.790208393186362;4.790208393186362;4.790208393186362;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;51055.638298074744;51055.638298074744;51055.638298074744;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;5.016429062030887;5.016429062030887;5.016429062030887;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;41.10709236995165;41.10709236995165;41.10709236995165;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;33.804293436175904;33.804293436175904;33.804293436175904;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;5.016429062030887;5.016429062030887;5.016429062030887;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;4.664065160685169;4.664065160685169;4.664065160685169;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;33.81342597789544;33.81342597789544;33.81342597789544;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;5.7358069837307575;5.7358069837307575;5.7358069837307575;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;30.082211901604474;30.082211901604474;30.082211901604474;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;4.639521454813896;4.639521454813896;4.639521454813896;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;4.709157085425415;4.709157085425415;4.709157085425415;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;5.016429062030887;5.016429062030887;5.016429062030887;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;5.016429062030887;5.016429062030887;5.016429062030887;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;5.006535475168048;5.006535475168048;5.006535475168048;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;6379.391468303421;6379.391468303421;6379.391468303421;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;5.623172302523055;5.623172302523055;5.623172302523055;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;102137.51286641945;102137.51286641945;102137.51286641945;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;4.953642837709025;4.953642837709025;4.953642837709025;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;30.680583645520393;30.680583645520393;30.680583645520393;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;5.316280848489231;5.316280848489231;5.316280848489231;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;4.7500632618775365;4.7500632618775365;4.7500632618775365;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;133.46125233783553;133.46125233783553;133.46125233783553;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;4.906648300110541;4.906648300110541;4.906648300110541;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;391.21944165923065;391.21944165923065;391.21944165923065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;5.316280848489231;5.316280848489231;5.316280848489231;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;5.517767550176657;5.517767550176657;5.517767550176657;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;144.05956700336574;144.05956700336574;144.05956700336574;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;4.796296754332725;4.796296754332725;4.796296754332725;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;5.21125661871448;5.21125661871448;5.21125661871448;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;5.316280848489231;5.316280848489231;5.316280848489231;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;4.717528582001663;4.717528582001663;4.717528582001663;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;4.837583453356494;4.837583453356494;4.837583453356494;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;5.016429062030887;5.016429062030887;5.016429062030887;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;4.69450696641698;4.69450696641698;4.69450696641698;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;27.95775438409568;27.95775438409568;27.95775438409568;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;4.774416706462985;4.774416706462985;4.774416706462985;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;4.7582444971679605;4.7582444971679605;4.7582444971679605;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;5.767961141034983;5.767961141034983;5.767961141034983;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;27.18072729279119;27.18072729279119;27.18072729279119;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;5.016429062030887;5.016429062030887;5.016429062030887;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;4.934806970412468;4.934806970412468;4.934806970412468;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;5.016429062030887;5.016429062030887;5.016429062030887;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;4.759576326168728;4.759576326168728;4.759576326168728;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;4.778412193465286;4.778412193465286;4.778412193465286;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;4.8080929540538015;4.8080929540538015;4.8080929540538015;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;5.016429062030887;5.016429062030887;5.016429062030887;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;12763.71698253211;12763.71698253211;12763.71698253211;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;143.48003112674635;143.48003112674635;143.48003112674635;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;5.016429062030887;5.016429062030887;5.016429062030887;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;4.978947588723594;4.978947588723594;4.978947588723594;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;5.016429062030887;5.016429062030887;5.016429062030887;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;6378.481638834612;6378.481638834612;6378.481638834612;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;5.025181081178783;5.025181081178783;5.025181081178783;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;5.065516473773433;5.065516473773433;5.065516473773433;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;138.72045480057764;138.72045480057764;138.72045480057764;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;4.356793184079696;4.356793184079696;4.356793184079696;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;4.778031670893639;4.778031670893639;4.778031670893639;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;59.571759897867736;59.571759897867736;59.571759897867736;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;4.924913383549629;4.924913383549629;4.924913383549629;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;31.734060385126895;31.734060385126895;31.734060385126895;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;5.188044741843974;5.188044741843974;5.188044741843974;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;4.704210291993995;4.704210291993995;4.704210291993995;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;1587.1373857718804;1587.1373857718804;1587.1373857718804;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;4.718289627144958;4.718289627144958;4.718289627144958;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;4.7165772755725435;4.7165772755725435;4.7165772755725435;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;4.81741575705917;4.81741575705917;4.81741575705917;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;41.71212325887141;41.71212325887141;41.71212325887141;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;20.108334776148084;20.108334776148084;20.108334776148084;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;5.016429062030887;5.016429062030887;5.016429062030887;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;4.541536892614627;4.541536892614627;4.541536892614627;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;4.814371576485988;4.814371576485988;4.814371576485988;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;5.726293919439566;5.726293919439566;5.726293919439566;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;3.9385988778389365;3.9385988778389365;3.9385988778389365;0;0;0;0;0;0;0;0;1;1;1;1;1;1
1;5.201553293137465;5.201553293137465;5.201553293137465;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;5.010340700884525;5.010340700884525;5.010340700884525;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;26.454690226087486;26.454690226087486;26.454690226087486;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;31.95780765725571;31.95780765725571;31.95780765725571;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;34.34444522662973;34.34444522662973;34.34444522662973;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;3186.738407855508;3186.738407855508;3186.738407855508;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;204276.94033215815;204276.94033215815;204276.94033215815;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;138.05225716476437;138.05225716476437;138.05225716476437;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;32.28220314958533;32.28220314958533;32.28220314958533;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;4.774416706462985;4.774416706462985;4.774416706462985;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;34.025947834160654;34.025947834160654;34.025947834160654;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;49.444341914751526;49.444341914751526;49.444341914751526;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;5.280511726754352;5.280511726754352;5.280511726754352;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;4.567031904915019;4.567031904915019;4.567031904915019;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;5.016429062030887;5.016429062030887;5.016429062030887;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;4.96182407299945;4.96182407299945;4.96182407299945;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;4.716006491715072;4.716006491715072;4.716006491715072;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;5.016429062030887;5.016429062030887;5.016429062030887;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;5.681772778556792;5.681772778556792;5.681772778556792;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;4.983513859583367;4.983513859583367;4.983513859583367;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;33.10032667862776;33.10032667862776;33.10032667862776;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;1574.4762582454484;1574.4762582454484;1574.4762582454484;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;27.557825161294;27.557825161294;27.557825161294;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;4.887241648956512;4.887241648956512;4.887241648956512;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;4.976474192007885;4.976474192007885;4.976474192007885;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;5.54231125604793;5.54231125604793;5.54231125604793;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;27.795842029859607;27.795842029859607;27.795842029859607;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;4.764903642171794;4.764903642171794;4.764903642171794;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;36.79177614618155;36.79177614618155;36.79177614618155;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;133.58587348005017;133.58587348005017;133.58587348005017;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;5.508254485885466;5.508254485885466;5.508254485885466;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;4.983513859583367;4.983513859583367;4.983513859583367;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;4.815893666772579;4.815893666772579;4.815893666772579;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;5.016429062030887;5.016429062030887;5.016429062030887;0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;6379.092948345963;6379.092948345963;6379.092948345963;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;139.54866217776873;139.54866217776873;139.54866217776873;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;3.4578086085621385;3.4578086085621385;3.4578086085621385;0;0;0;0;0;0;0;0;1;1;1;1;1;1
1;4.414442353684315;4.414442353684315;4.414442353684315;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;4.558660408338771;4.558660408338771;4.558660408338771;0;0;0;0;0;0;0;0;0;1;1;1;1;1
